DAY,COUNTS
181,38.4
182,40.7
183,37.6
184,37.9
185,40.0
186,37.9
187,38.4
188,37.7
189,40.0
190,37.6
191,35.2
192,38.5
193,38.2
194,37.5
195,38.6
196,41.1
197,38.2
198,37.5
199,40.0
200,37.9
201,36.5
202,38.6
203,40.5
204,35.7
205,35.4
206,38.9
207,38.9
208,37.5
209,37.8
210,40.2
211,35.2
212,39.0
213,40.9
214,39.4
215,39.1
216,39.0
217,42.7
218,37.5
219,40.1
220,41.6
221,39.6
222,39.9
223,39.5
224,41.2
225,42.3
226,42.9
227,45.6
228,38.5
229,38.8
230,41.4
231,47.3
232,49.7
233,45.0
234,39.4
235,37.2
236,39.5
237,40.4
238,47.4
239,47.6
240,46.4
241,40.8
242,39.4
243,38.3
244,37.8
245,45.5
246,47.0
247,44.5
248,38.5
249,37.2
250,36.8
251,36.9
252,44.1
253,47.4
254,43.4
255,37.3
256,37.1
257,37.1
258,40.4
259,45.8
260,56.1
261,45.3
262,36.9
263,25.3
264,24.9
265,32.0
266,35.2
267,38.8
268,42.9
269,38.7
270,37.4
271,36.5
272,38.6
273,45.1
274,48.6
275,44.6
276,37.6
277,34.8
278,36.1
279,36.8
280,42.9
281,45.4
282,42.6
283,35.9
284,35.6
285,34.5
286,35.6
287,41.8
288,42.3
289,38.9
290,34.5
291,33.2
292,35.1
293,37.5
294,48.8
295,53.5
296,49.7
297,39.5
298,38.3
299,38.4
300,38.9
301,49.4
302,52.5
303,49.3
304,39.5
305,38.0
306,38.1
307,39.3
308,50.3
309,49.9
310,49.2
311,42.4
312,39.9
313,38.6
314,39.4
315,50.6
316,51.7
317,50.4
318,41.5
319,39.9
320,38.0
321,39.7
322,51.4
323,51.2
324,50.3
325,46.9
326,43.9
327,44.4
328,43.7
329,54.7
330,54.8
331,53.8
332,44.8
333,45.8
334,41.9
335,44.9
336,52.3
337,54.4
338,52.9
339,46.3
340,44.0
341,44.4
342,43.7
343,54.7
344,52.9
345,56.8
346,49.0
347,45.8
348,44.7
349,47.7
350,62.4
351,55.3
352,67.1
353,58.2
354,46.3
355,41.2
356,52.9
357,57.4
358,48.0
359,43.7
360,45.0
361,43.3
362,44.1
363,44.6
364,50.8
365,44.8
366,44.8
367,48.2
368,47.7
369,48.5
370,47.9
371,53.2
372,46.3
373,41.5
374,45.9
375,44.7
376,44.3
377,44.5
378,47.5
379,39.7
380,37.6
381,42.9
382,40.9
383,42.1
384,42.1
385,44.1
386,40.8
387,39.9
388,45.4
389,44.2
390,44.9
391,43.1
392,43.7
393,38.0
394,33.5
395,26.81
396,20.2
397,8.7
398,11.0
399,11.6
400,13.9
401,17.7
402,21.1
403,29.2
404,38.5
405,41.6
406,39.1
407,38.8
408,44.9
409,41.5
410,44.3
411,43.9
412,51.8
413,54.1
414,47.5
415,49.0
416,46.7
417,45.0
418,47.9
419,54.3
420,57.8
421,53.4
422,47.5
423,46.3
424,44.8
425,41.3
426,50.5
427,50.8
428,47.3
429,44.3
430,44.1
431,44.3
432,45.1
433,59.3
434,58.2
435,47.1
436,45.8
437,44.6
438,44.5
439,54.2
440,57.7
441,55.6
442,46.3
443,45.3
444,60.2
445,48.5
446,46.9
447,56.9
448,52.8
449,47.5
450,43.6
451,43.8
452,41.3
453,48.3
454,51.6
455,51.5
456,46.2
457,45.2
458,45.5
459,46.8
460,53.8
461,48.3
462,49.9
463,45.9
464,44.3
465,43.9
466,45.5
467,49.9
468,61.6
469,57.1
470,49.3
471,59.8
472,47.1
473,42.9
474,48.5
475,48.0
476,44.3
477,44.1
478,42.2
479,41.7
480,41.6
481,52.0
482,54.2
483,43.5
484,40.3
485,42.0
486,41.4
487,51.6
488,48.5
489,55.3
490,43.5
491,42.5
492,41.7
493,40.9
494,50.5
495,48.4
496,48.4
497,43.7
498,41.6
499,41.3
500,41.2
501,52.7
502,48.6
503,48.1
504,43.8
505,42.8
506,44.1
507,43.0
508,50.1
509,46.4
510,45.9
511,44.0
512,43.1
513,45.0
514,57.0
515,50.3
516,42.7
517,48.6
518,48.5
519,44.0
520,49.2
521,45.0
522,43.3
523,47.0
524,45.9
525,47.2
526,45.4
527,50.0
528,44.0
529,41.9
530,47.1
531,46.2
532,43.1
533,46.7
534,50.8
535,44.2
536,42.8
537,48.2
538,46.1
539,45.4
540,46.4
541,43.6
542,42.0
543,45.4
544,44.2
545,42.3
546,41.8
547,44.5
548,38.3
549,38.7
550,43.5
551,40.8
552,39.9
553,39.6
554,44.5
555,38.9
556,38.5
557,41.9
558,40.8
559,44.1
560,37.5
561,36.4
562,44.0
563,41.7
564,41.1
565,40.6
566,44.0
567,37.7
568,37.7
569,43.5
570,41.3
571,43.3
572,41.0
573,52.0
574,33.6
575,36.4
576,46.5
577,44.1
578,43.9
579,43.5
580,46.9
581,40.2
582,41.6
583,43.3
584,43.0
585,43.77
586,51.34
587,52.31
588,48.86
589,43.71
590,41.67
591,41.09
592,49.6
593,51.66
594,50.19
595,44.34
596,42.44
597,41.99
598,40.0
599,49.47
600,49.92
601,48.98
602,43.27
603,39.96
604,40.38
605,42.46
606,58.49
607,56.08
608,48.8
609,57.44
610,42.83
611,43.61
612,43.71
613,48.47
614,50.82
615,66.8
616,54.97
617,43.51
618,39.71
619,38.56
620,50.87
621,58.61
622,42.94
623,42.15
624,41.63
625,52.12
626,58.07
627,54.08
628,44.56
629,42.64
630,42.47
631,43.59
632,55.59
633,58.03
634,54.48
635,44.8
636,42.62
637,42.08
638,42.19
639,54.97
640,58.73
641,55.88
642,43.8
643,41.46
644,42.81
645,43.25
646,58.92
647,74.65
648,56.08
649,43.99
650,41.76
651,44.38
652,59.03
653,56.29
654,55.33
655,45.61
656,44.38
657,42.94
658,43.63
659,55.06
660,53.5
661,54.09
662,45.79
663,44.28
664,46.08
665,47.35
666,58.07
667,59.72
668,57.28
669,49.08
670,45.51
671,46.7
672,46.46
673,59.52
674,56.94
675,55.7
676,47.66
677,47.02
678,42.78
679,57.58
680,57.43
681,54.01
682,47.9
683,45.65
684,46.6
685,45.96
686,56.83
687,56.1
688,56.46
689,47.62
690,47.05
691,44.7
692,45.28
693,56.57
694,52.2
695,52.78
696,51.84
697,49.76
698,48.39
699,45.98
700,53.32
701,64.59
702,57.08
703,55.58
704,59.95
705,46.69
706,43.28
707,48.58
708,43.76
709,41.79
710,45.73
711,46.09
712,47.12
713,50.28
714,55.47
715,47.98
716,43.39
717,48.92
718,46.8
719,49.3
720,49.29
721,52.39
722,45.37
723,41.71
724,47.51
725,46.57
726,47.1
727,46.27
728,48.31
729,44.61
730,41.05
731,46.35
732,44.08
733,41.53
734,39.91
735,36.22
736,27.35
737,19.64
738,9.37
739,11.51
740,12.42
741,14.0
742,15.92
743,20.86
744,32.38
745,41.34
746,42.67
747,47.87
748,57.63
749,52.18
750,41.83
751,39.28
752,46.75
753,47.71
754,50.64
755,51.67
756,61.42
757,64.16
758,59.08
759,51.85
760,49.47
761,48.02
762,47.12
763,57.44
764,55.8
765,55.79
766,48.96
767,47.59
768,47.22
769,62.95
770,63.09
771,57.27
772,49.27
773,47.31
774,46.19
775,46.74
776,60.43
777,59.12
778,49.11
779,46.97
780,46.35
781,46.62
782,59.69
783,60.2
784,57.12
785,49.33
786,47.45
787,47.25
788,46.84
789,57.99
790,65.25
791,63.72
792,50.19
793,46.62
794,47.96
795,71.02
796,62.25
797,54.35
798,65.55
799,49.73
800,43.56
801,45.61
802,46.69
803,55.51
804,57.78
805,55.27
806,49.21
807,46.96
808,48.14
809,48.75
810,59.21
811,59.51
812,52.67
813,46.86
814,46.46
815,47.36
816,46.14
817,54.42
818,48.22
819,49.33
820,70.77
821,63.47
822,51.09
823,50.32
824,60.77
825,46.87
826,44.73
827,44.2
828,44.41
829,54.56
830,56.61
831,52.34
832,46.49
