DAY,COUNTS
679,10.87
680,11.24
681,11.97
682,9.42
683,9.1
684,8.86
685,8.67
686,10.87
687,11.4
688,12.28
689,9.51
690,9.09
691,8.82
692,9.2
693,11.42
694,11.23
695,12.12
696,9.89
697,9.21
698,9.12
699,8.58
700,10.1
701,12.7
702,11.4
703,10.6
704,13.12
705,9.3
706,7.86
707,9.43
708,8.78
709,8.93
710,8.52
711,8.35
712,9.29
713,10.14
714,10.75
715,9.35
716,9.03
717,8.6
718,7.95
719,8.55
720,8.58
721,8.63
722,7.47
723,7.39
724,7.83
725,7.45
726,7.5
727,7.62
728,7.59
729,7.1
730,6.94
731,7.51
732,6.87
733,6.46
734,6.42
735,5.75
736,4.84
737,4.2
738,2.42
739,2.92
740,3.02
741,3.65
742,3.32
743,3.86
744,5.99
745,7.07
746,7.16
747,7.62
748,9.3
749,8.99
750,7.53
751,7.41
752,7.85
753,7.58
754,9.18
755,9.64
756,11.1
757,12.52
758,12.57
759,9.33
760,8.79
761,8.72
762,8.51
763,10.48
764,10.35
765,11.28
766,9.09
767,8.86
768,8.36
769,11.41
770,12.25
771,12.01
772,9.12
773,8.62
774,8.49
775,8.44
776,11.12
777,12.07
778,9.25
779,8.67
780,8.46
781,8.25
782,10.45
783,10.89
784,11.4
785,8.91
786,8.29
787,8.42
788,8.37
789,10.4
790,12.1
791,12.05
792,9.24
793,8.53
794,8.77
795,13.73
796,11.76
797,10.33
798,13.8
799,9.28
800,7.59
801,8.06
802,8.03
803,9.86
804,10.47
805,10.75
806,8.79
807,8.23
808,8.71
809,9.0
810,10.37
811,10.75
812,9.88
813,8.34
814,8.5
815,8.55
816,8.12
817,9.21
818,9.09
819,8.91
820,13.69
821,12.65
822,9.85
823,9.61
824,12.22
825,8.75
826,8.44
827,8.23
828,8.4
829,10.24
830,11.05
831,11.12
832,8.78
